,0,model,days,apr,target,size,shares,bonds,bonds_pct
0,apr,,,,,,,,
1,model,,,,,,,,
2,days,,,,,,,,
3,shares,,,,,,,,
4,bonds,,,,,,,,
5,size,,,,,,,,
6,target,,,,,,,,
7,bonds_pct,,,,,,,,
490,,Yieldspace,242.0,0.05000000000000005,0.05,1000000.0,1000000.0,989149.9455155162,0.4972726906513647
491,,Hyperdrive,242.0,0.05000000000000005,0.05,1000000.0,1000000.0,989149.9455155162,0.4972726906513647
492,,Yieldspace,243.0,0.049999999999999704,0.05,1000000.0,1000000.0,989041.6309411845,0.49724531430404745
493,,Hyperdrive,243.0,0.049999999999999704,0.05,1000000.0,1000000.0,989041.6309411845,0.49724531430404745
494,,Yieldspace,244.0,0.04999999999999986,0.05,1000000.0,1000000.0,988933.3434398856,0.4972179418187604
495,,Hyperdrive,244.0,0.04999999999999986,0.05,1000000.0,1000000.0,988933.3434398856,0.4972179418187604
496,,Yieldspace,245.0,0.05000000000000013,0.05,1000000.0,1000000.0,988825.0830011038,0.49719057319459353
497,,Hyperdrive,245.0,0.05000000000000013,0.05,1000000.0,1000000.0,988825.0830011038,0.49719057319459353
498,,Yieldspace,246.0,0.05000000000000009,0.05,1000000.0,1000000.0,988716.8496143395,0.49716320843064
499,,Hyperdrive,246.0,0.05000000000000009,0.05,1000000.0,1000000.0,988716.8496143395,0.49716320843064
500,,Yieldspace,247.0,0.04999999999999976,0.05,1000000.0,1000000.0,988608.6432691108,0.49713584752599616
501,,Hyperdrive,247.0,0.04999999999999976,0.05,1000000.0,1000000.0,988608.6432691108,0.49713584752599616
502,,Yieldspace,248.0,0.04999999999999993,0.05,1000000.0,1000000.0,988500.4639549701,0.49710849047976624
503,,Hyperdrive,248.0,0.04999999999999993,0.05,1000000.0,1000000.0,988500.4639549701,0.49710849047976624
504,,Yieldspace,249.0,0.049999999999999906,0.05,1000000.0,1000000.0,988392.311661415,0.49708113729103937
505,,Hyperdrive,249.0,0.049999999999999906,0.05,1000000.0,1000000.0,988392.311661415,0.49708113729103937
506,,Yieldspace,250.0,0.04999999999999992,0.05,1000000.0,1000000.0,988284.186377989,0.4970537879589151
507,,Hyperdrive,250.0,0.04999999999999992,0.05,1000000.0,1000000.0,988284.186377989,0.4970537879589151
508,,Yieldspace,251.0,0.049999999999999774,0.05,1000000.0,1000000.0,988176.088094231,0.49702644248249084
509,,Hyperdrive,251.0,0.049999999999999774,0.05,1000000.0,1000000.0,988176.088094231,0.49702644248249084
510,,Yieldspace,252.0,0.049999999999999815,0.05,1000000.0,1000000.0,988068.016799685,0.4969991008608642
511,,Hyperdrive,252.0,0.049999999999999815,0.05,1000000.0,1000000.0,988068.016799685,0.4969991008608642
512,,Yieldspace,253.0,0.04999999999999996,0.05,1000000.0,1000000.0,987959.9724839117,0.496971763093136
513,,Hyperdrive,253.0,0.04999999999999996,0.05,1000000.0,1000000.0,987959.9724839117,0.496971763093136
514,,Yieldspace,254.0,0.04999999999999997,0.05,1000000.0,1000000.0,987851.9551364455,0.4969444291783991
515,,Hyperdrive,254.0,0.04999999999999997,0.05,1000000.0,1000000.0,987851.9551364455,0.4969444291783991
516,,Yieldspace,255.0,0.05000000000000015,0.05,1000000.0,1000000.0,987743.9647468675,0.49691709911575727
517,,Hyperdrive,255.0,0.05000000000000015,0.05,1000000.0,1000000.0,987743.9647468675,0.49691709911575727
518,,Yieldspace,256.0,0.05000000000000016,0.05,1000000.0,1000000.0,987636.0013047237,0.4968897729043043
519,,Hyperdrive,256.0,0.05000000000000016,0.05,1000000.0,1000000.0,987636.0013047237,0.4968897729043043
520,,Yieldspace,257.0,0.0500000000000002,0.05,1000000.0,1000000.0,987528.0647995959,0.496862450543142
521,,Hyperdrive,257.0,0.0500000000000002,0.05,1000000.0,1000000.0,987528.0647995959,0.496862450543142
522,,Yieldspace,258.0,0.05000000000000011,0.05,1000000.0,1000000.0,987420.1552210602,0.4968351320313694
523,,Hyperdrive,258.0,0.05000000000000011,0.05,1000000.0,1000000.0,987420.1552210602,0.4968351320313694
524,,Yieldspace,259.0,0.04999999999999977,0.05,1000000.0,1000000.0,987312.2725586916,0.4968078173680846
525,,Hyperdrive,259.0,0.04999999999999977,0.05,1000000.0,1000000.0,987312.2725586916,0.4968078173680846
526,,Yieldspace,260.0,0.04999999999999987,0.05,1000000.0,1000000.0,987204.4168021055,0.4967805065523944
527,,Hyperdrive,260.0,0.04999999999999987,0.05,1000000.0,1000000.0,987204.4168021055,0.4967805065523944
528,,Yieldspace,261.0,0.05000000000000029,0.05,1000000.0,1000000.0,987096.5879408759,0.49675319958339437
529,,Hyperdrive,261.0,0.05000000000000029,0.05,1000000.0,1000000.0,987096.5879408759,0.49675319958339437
530,,Yieldspace,262.0,0.04999999999999984,0.05,1000000.0,1000000.0,986988.7859645827,0.49672589646018034
531,,Hyperdrive,262.0,0.04999999999999984,0.05,1000000.0,1000000.0,986988.7859645827,0.49672589646018034
532,,Yieldspace,263.0,0.05000000000000035,0.05,1000000.0,1000000.0,986881.0108628796,0.49669859718186576
533,,Hyperdrive,263.0,0.05000000000000035,0.05,1000000.0,1000000.0,986881.0108628796,0.49669859718186576
534,,Yieldspace,264.0,0.050000000000000114,0.05,1000000.0,1000000.0,986773.2626253165,0.49667130174753665
535,,Hyperdrive,264.0,0.050000000000000114,0.05,1000000.0,1000000.0,986773.2626253165,0.49667130174753665
536,,Yieldspace,265.0,0.05000000000000003,0.05,1000000.0,1000000.0,986665.5412415481,0.49664401015630477
537,,Hyperdrive,265.0,0.05000000000000003,0.05,1000000.0,1000000.0,986665.5412415481,0.49664401015630477
538,,Yieldspace,266.0,0.05000000000000031,0.05,1000000.0,1000000.0,986557.8467011951,0.4966167224072719
539,,Hyperdrive,266.0,0.05000000000000031,0.05,1000000.0,1000000.0,986557.8467011951,0.4966167224072719
540,,Yieldspace,267.0,0.05000000000000011,0.05,1000000.0,1000000.0,986450.1789938642,0.4965894384995352
541,,Hyperdrive,267.0,0.05000000000000011,0.05,1000000.0,1000000.0,986450.1789938642,0.4965894384995352
542,,Yieldspace,268.0,0.04999999999999986,0.05,1000000.0,1000000.0,986342.5381091858,0.49656215843219703
543,,Hyperdrive,268.0,0.04999999999999986,0.05,1000000.0,1000000.0,986342.5381091858,0.49656215843219703
544,,Yieldspace,269.0,0.050000000000000065,0.05,1000000.0,1000000.0,986234.9240368269,0.49653488220436764
545,,Hyperdrive,269.0,0.050000000000000065,0.05,1000000.0,1000000.0,986234.9240368269,0.49653488220436764
546,,Yieldspace,270.0,0.05000000000000004,0.05,1000000.0,1000000.0,986127.3367664,0.4965076098151426
547,,Hyperdrive,270.0,0.05000000000000004,0.05,1000000.0,1000000.0,986127.3367664,0.4965076098151426
548,,Yieldspace,271.0,0.04999999999999967,0.05,1000000.0,1000000.0,986019.776287554,0.4964803412636255
549,,Hyperdrive,271.0,0.04999999999999967,0.05,1000000.0,1000000.0,986019.776287554,0.4964803412636255
550,,Yieldspace,272.0,0.049999999999999864,0.05,1000000.0,1000000.0,985912.242589969,0.4964530765489269
551,,Hyperdrive,272.0,0.049999999999999864,0.05,1000000.0,1000000.0,985912.242589969,0.4964530765489269
552,,Yieldspace,273.0,0.050000000000000176,0.05,1000000.0,1000000.0,985804.7356632851,0.4964258156701461
553,,Hyperdrive,273.0,0.050000000000000176,0.05,1000000.0,1000000.0,985804.7356632851,0.4964258156701461
554,,Yieldspace,274.0,0.05000000000000006,0.05,1000000.0,1000000.0,985697.2554971564,0.4963985586263847
555,,Hyperdrive,274.0,0.05000000000000006,0.05,1000000.0,1000000.0,985697.2554971564,0.4963985586263847
556,,Yieldspace,275.0,0.04999999999999999,0.05,1000000.0,1000000.0,985589.8020812619,0.49637130541674984
557,,Hyperdrive,275.0,0.04999999999999999,0.05,1000000.0,1000000.0,985589.8020812619,0.49637130541674984
558,,Yieldspace,276.0,0.05,0.05,1000000.0,1000000.0,985482.3754052767,0.49634405604034637
559,,Hyperdrive,276.0,0.05,0.05,1000000.0,1000000.0,985482.3754052767,0.49634405604034637
560,,Yieldspace,277.0,0.05000000000000033,0.05,1000000.0,1000000.0,985374.9754588888,0.49631681049628146
561,,Hyperdrive,277.0,0.05000000000000033,0.05,1000000.0,1000000.0,985374.9754588888,0.49631681049628146
562,,Yieldspace,278.0,0.04999999999999983,0.05,1000000.0,1000000.0,985267.6022317557,0.49628956878365343
563,,Hyperdrive,278.0,0.04999999999999983,0.05,1000000.0,1000000.0,985267.6022317557,0.49628956878365343
564,,Yieldspace,279.0,0.04999999999999991,0.05,1000000.0,1000000.0,985160.2557135974,0.49626233090157545
565,,Hyperdrive,279.0,0.04999999999999991,0.05,1000000.0,1000000.0,985160.2557135974,0.49626233090157545
566,,Yieldspace,280.0,0.049999999999999795,0.05,1000000.0,1000000.0,985052.9358941002,0.49623509684915096
567,,Hyperdrive,280.0,0.049999999999999795,0.05,1000000.0,1000000.0,985052.9358941002,0.49623509684915096
568,,Yieldspace,281.0,0.049999999999999684,0.05,1000000.0,1000000.0,984945.642762965,0.49620786662548605
569,,Hyperdrive,281.0,0.049999999999999684,0.05,1000000.0,1000000.0,984945.642762965,0.49620786662548605
570,,Yieldspace,282.0,0.04999999999999991,0.05,1000000.0,1000000.0,984838.376309908,0.4961806402296897
571,,Hyperdrive,282.0,0.04999999999999991,0.05,1000000.0,1000000.0,984838.376309908,0.4961806402296897
572,,Yieldspace,283.0,0.049999999999999906,0.05,1000000.0,1000000.0,984731.1365246236,0.49615341766086435
573,,Hyperdrive,283.0,0.049999999999999906,0.05,1000000.0,1000000.0,984731.1365246236,0.49615341766086435
574,,Yieldspace,284.0,0.05000000000000017,0.05,1000000.0,1000000.0,984623.9233968465,0.49612619891812143
575,,Hyperdrive,284.0,0.05000000000000017,0.05,1000000.0,1000000.0,984623.9233968465,0.49612619891812143
576,,Yieldspace,285.0,0.05000000000000012,0.05,1000000.0,1000000.0,984516.7369162826,0.49609898400056407
577,,Hyperdrive,285.0,0.05000000000000012,0.05,1000000.0,1000000.0,984516.7369162826,0.49609898400056407
578,,Yieldspace,286.0,0.05000000000000007,0.05,1000000.0,1000000.0,984409.5770726688,0.4960717729073023
579,,Hyperdrive,286.0,0.05000000000000007,0.05,1000000.0,1000000.0,984409.5770726688,0.4960717729073023
580,,Yieldspace,287.0,0.050000000000000024,0.05,1000000.0,1000000.0,984302.4438557395,0.49604456563744426
581,,Hyperdrive,287.0,0.050000000000000024,0.05,1000000.0,1000000.0,984302.4438557395,0.49604456563744426
582,,Yieldspace,288.0,0.05000000000000023,0.05,1000000.0,1000000.0,984195.337255241,0.4960173621901003
583,,Hyperdrive,288.0,0.05000000000000023,0.05,1000000.0,1000000.0,984195.337255241,0.4960173621901003
584,,Yieldspace,289.0,0.04999999999999988,0.05,1000000.0,1000000.0,984088.2572608916,0.49599016256437223
585,,Hyperdrive,289.0,0.04999999999999988,0.05,1000000.0,1000000.0,984088.2572608916,0.49599016256437223
586,,Yieldspace,290.0,0.049999999999999906,0.05,1000000.0,1000000.0,983981.2038624685,0.4959629667593761
587,,Hyperdrive,290.0,0.049999999999999906,0.05,1000000.0,1000000.0,983981.2038624685,0.4959629667593761
588,,Yieldspace,291.0,0.05000000000000016,0.05,1000000.0,1000000.0,983874.1770497252,0.4959357747742208
589,,Hyperdrive,291.0,0.05000000000000016,0.05,1000000.0,1000000.0,983874.1770497252,0.4959357747742208
590,,Yieldspace,292.0,0.050000000000000114,0.05,1000000.0,1000000.0,983767.176812405,0.4959085866080115
591,,Hyperdrive,292.0,0.050000000000000114,0.05,1000000.0,1000000.0,983767.176812405,0.4959085866080115
592,,Yieldspace,293.0,0.04999999999999997,0.05,1000000.0,1000000.0,983660.2031402825,0.49588140225986027
593,,Hyperdrive,293.0,0.04999999999999997,0.05,1000000.0,1000000.0,983660.2031402825,0.49588140225986027
594,,Yieldspace,294.0,0.049999999999999996,0.05,1000000.0,1000000.0,983553.2560231291,0.4958542217288773
595,,Hyperdrive,294.0,0.049999999999999996,0.05,1000000.0,1000000.0,983553.2560231291,0.4958542217288773
596,,Yieldspace,295.0,0.04999999999999992,0.05,1000000.0,1000000.0,983446.3354507202,0.49582704501417274
597,,Hyperdrive,295.0,0.04999999999999992,0.05,1000000.0,1000000.0,983446.3354507202,0.49582704501417274
598,,Yieldspace,296.0,0.04999999999999988,0.05,1000000.0,1000000.0,983339.4414128374,0.4957998721148574
599,,Hyperdrive,296.0,0.04999999999999988,0.05,1000000.0,1000000.0,983339.4414128374,0.4957998721148574
600,,Yieldspace,297.0,0.050000000000000044,0.05,1000000.0,1000000.0,983232.5738992762,0.4957727030300443
601,,Hyperdrive,297.0,0.050000000000000044,0.05,1000000.0,1000000.0,983232.5738992762,0.4957727030300443
602,,Yieldspace,298.0,0.050000000000000065,0.05,1000000.0,1000000.0,983125.7328998129,0.49574553775884067
603,,Hyperdrive,298.0,0.050000000000000065,0.05,1000000.0,1000000.0,983125.7328998129,0.49574553775884067
604,,Yieldspace,299.0,0.04999999999999994,0.05,1000000.0,1000000.0,983018.9184042522,0.4957183763003601
605,,Hyperdrive,299.0,0.04999999999999994,0.05,1000000.0,1000000.0,983018.9184042522,0.4957183763003601
606,,Yieldspace,300.0,0.04999999999999987,0.05,1000000.0,1000000.0,982912.1304023978,0.4956912186537145
607,,Hyperdrive,300.0,0.04999999999999987,0.05,1000000.0,1000000.0,982912.1304023978,0.4956912186537145
608,,Yieldspace,301.0,0.05000000000000008,0.05,1000000.0,1000000.0,982805.368884065,0.49566406481801784
609,,Hyperdrive,301.0,0.05000000000000008,0.05,1000000.0,1000000.0,982805.368884065,0.49566406481801784
610,,Yieldspace,302.0,0.04999999999999982,0.05,1000000.0,1000000.0,982698.6338390431,0.4956369147923765
611,,Hyperdrive,302.0,0.04999999999999982,0.05,1000000.0,1000000.0,982698.6338390431,0.4956369147923765
612,,Yieldspace,303.0,0.049999999999999836,0.05,1000000.0,1000000.0,982591.9252571762,0.4956097685759096
613,,Hyperdrive,303.0,0.049999999999999836,0.05,1000000.0,1000000.0,982591.9252571762,0.4956097685759096
614,,Yieldspace,304.0,0.04999999999999998,0.05,1000000.0,1000000.0,982485.2431282876,0.4955826261677301
615,,Hyperdrive,304.0,0.04999999999999998,0.05,1000000.0,1000000.0,982485.2431282876,0.4955826261677301
616,,Yieldspace,305.0,0.05000000000000003,0.05,1000000.0,1000000.0,982378.5874421899,0.4955554875669469
617,,Hyperdrive,305.0,0.05000000000000003,0.05,1000000.0,1000000.0,982378.5874421899,0.4955554875669469
618,,Yieldspace,306.0,0.04999999999999988,0.05,1000000.0,1000000.0,982271.9581887262,0.49552835277267593
619,,Hyperdrive,306.0,0.04999999999999988,0.05,1000000.0,1000000.0,982271.9581887262,0.49552835277267593
620,,Yieldspace,307.0,0.05000000000000017,0.05,1000000.0,1000000.0,982165.3553577454,0.49550122178403333
621,,Hyperdrive,307.0,0.05000000000000017,0.05,1000000.0,1000000.0,982165.3553577454,0.49550122178403333
622,,Yieldspace,308.0,0.0500000000000001,0.05,1000000.0,1000000.0,982058.7789390747,0.4954740946001287
623,,Hyperdrive,308.0,0.0500000000000001,0.05,1000000.0,1000000.0,982058.7789390747,0.4954740946001287
624,,Yieldspace,309.0,0.05000000000000002,0.05,1000000.0,1000000.0,981952.228922573,0.4954469712200788
625,,Hyperdrive,309.0,0.05000000000000002,0.05,1000000.0,1000000.0,981952.228922573,0.4954469712200788
626,,Yieldspace,310.0,0.04999999999999994,0.05,1000000.0,1000000.0,981845.7052980969,0.4954198516429985
627,,Hyperdrive,310.0,0.04999999999999994,0.05,1000000.0,1000000.0,981845.7052980969,0.4954198516429985
628,,Yieldspace,311.0,0.05000000000000017,0.05,1000000.0,1000000.0,981739.2080555147,0.4953927358680048
629,,Hyperdrive,311.0,0.05000000000000017,0.05,1000000.0,1000000.0,981739.2080555147,0.4953927358680048
630,,Yieldspace,312.0,0.04999999999999987,0.05,1000000.0,1000000.0,981632.7371846687,0.4953656238942071
631,,Hyperdrive,312.0,0.04999999999999987,0.05,1000000.0,1000000.0,981632.7371846687,0.4953656238942071
632,,Yieldspace,313.0,0.05000000000000013,0.05,1000000.0,1000000.0,981526.2926754622,0.495338515720729
633,,Hyperdrive,313.0,0.05000000000000013,0.05,1000000.0,1000000.0,981526.2926754622,0.495338515720729
634,,Yieldspace,314.0,0.050000000000000024,0.05,1000000.0,1000000.0,981419.8745177482,0.49531141134668044
635,,Hyperdrive,314.0,0.050000000000000024,0.05,1000000.0,1000000.0,981419.8745177482,0.49531141134668044
636,,Yieldspace,315.0,0.050000000000000024,0.05,1000000.0,1000000.0,981313.4827014165,0.4952843107711795
637,,Hyperdrive,315.0,0.050000000000000024,0.05,1000000.0,1000000.0,981313.4827014165,0.4952843107711795
638,,Yieldspace,316.0,0.049999999999999954,0.05,1000000.0,1000000.0,981207.1172163544,0.4952572139933431
639,,Hyperdrive,316.0,0.049999999999999954,0.05,1000000.0,1000000.0,981207.1172163544,0.4952572139933431
640,,Yieldspace,317.0,0.050000000000000176,0.05,1000000.0,1000000.0,981100.7780524619,0.4952301210122897
641,,Hyperdrive,317.0,0.050000000000000176,0.05,1000000.0,1000000.0,981100.7780524619,0.4952301210122897
642,,Yieldspace,318.0,0.04999999999999986,0.05,1000000.0,1000000.0,980994.465199613,0.4952030318271303
643,,Hyperdrive,318.0,0.04999999999999986,0.05,1000000.0,1000000.0,980994.465199613,0.4952030318271303
644,,Yieldspace,319.0,0.05000000000000007,0.05,1000000.0,1000000.0,980888.1786477428,0.49517594643699075
645,,Hyperdrive,319.0,0.05000000000000007,0.05,1000000.0,1000000.0,980888.1786477428,0.49517594643699075
646,,Yieldspace,320.0,0.05,0.05,1000000.0,1000000.0,980781.9183867355,0.49514886484098236
647,,Hyperdrive,320.0,0.05,0.05,1000000.0,1000000.0,980781.9183867355,0.49514886484098236
648,,Yieldspace,321.0,0.05,0.05,1000000.0,1000000.0,980675.6844065123,0.49512178703822524
649,,Hyperdrive,321.0,0.05,0.05,1000000.0,1000000.0,980675.6844065123,0.49512178703822524
650,,Yieldspace,322.0,0.05000000000000023,0.05,1000000.0,1000000.0,980569.4766969988,0.4950947130278395
651,,Hyperdrive,322.0,0.05000000000000023,0.05,1000000.0,1000000.0,980569.4766969988,0.4950947130278395
652,,Yieldspace,323.0,0.04999999999999991,0.05,1000000.0,1000000.0,980463.2952480972,0.4950676428089379
653,,Hyperdrive,323.0,0.04999999999999991,0.05,1000000.0,1000000.0,980463.2952480972,0.4950676428089379
654,,Yieldspace,324.0,0.05000000000000012,0.05,1000000.0,1000000.0,980357.1400497666,0.4950405763806472
655,,Hyperdrive,324.0,0.05000000000000012,0.05,1000000.0,1000000.0,980357.1400497666,0.4950405763806472
656,,Yieldspace,325.0,0.04999999999999976,0.05,1000000.0,1000000.0,980251.0110919101,0.4950135137420785
657,,Hyperdrive,325.0,0.04999999999999976,0.05,1000000.0,1000000.0,980251.0110919101,0.4950135137420785
658,,Yieldspace,326.0,0.049999999999999836,0.05,1000000.0,1000000.0,980144.9083644908,0.4949864548923572
659,,Hyperdrive,326.0,0.049999999999999836,0.05,1000000.0,1000000.0,980144.9083644908,0.4949864548923572
660,,Yieldspace,327.0,0.050000000000000024,0.05,1000000.0,1000000.0,980038.8318574533,0.494959399830603
661,,Hyperdrive,327.0,0.050000000000000024,0.05,1000000.0,1000000.0,980038.8318574533,0.494959399830603
662,,Yieldspace,328.0,0.05000000000000001,0.05,1000000.0,1000000.0,979932.7815607324,0.494932348555932
663,,Hyperdrive,328.0,0.05000000000000001,0.05,1000000.0,1000000.0,979932.7815607324,0.494932348555932
664,,Yieldspace,329.0,0.04999999999999992,0.05,1000000.0,1000000.0,979826.7574642905,0.4949053010674664
665,,Hyperdrive,329.0,0.04999999999999992,0.05,1000000.0,1000000.0,979826.7574642905,0.4949053010674664
666,,Yieldspace,330.0,0.05000000000000015,0.05,1000000.0,1000000.0,979720.7595580952,0.49487825736432867
667,,Hyperdrive,330.0,0.05000000000000015,0.05,1000000.0,1000000.0,979720.7595580952,0.49487825736432867
668,,Yieldspace,331.0,0.04999999999999977,0.05,1000000.0,1000000.0,979614.7878320898,0.4948512174456339
669,,Hyperdrive,331.0,0.04999999999999977,0.05,1000000.0,1000000.0,979614.7878320898,0.4948512174456339
670,,Yieldspace,332.0,0.05000000000000001,0.05,1000000.0,1000000.0,979508.8422762754,0.494824181310511
671,,Hyperdrive,332.0,0.05000000000000001,0.05,1000000.0,1000000.0,979508.8422762754,0.494824181310511
672,,Yieldspace,333.0,0.04999999999999993,0.05,1000000.0,1000000.0,979402.922880605,0.49479714895807564
673,,Hyperdrive,333.0,0.04999999999999993,0.05,1000000.0,1000000.0,979402.922880605,0.49479714895807564
674,,Yieldspace,334.0,0.050000000000000204,0.05,1000000.0,1000000.0,979297.0296350747,0.4947701203874533
675,,Hyperdrive,334.0,0.050000000000000204,0.05,1000000.0,1000000.0,979297.0296350747,0.4947701203874533
676,,Yieldspace,335.0,0.04999999999999989,0.05,1000000.0,1000000.0,979191.1625296479,0.4947430955977603
677,,Hyperdrive,335.0,0.04999999999999989,0.05,1000000.0,1000000.0,979191.1625296479,0.4947430955977603
678,,Yieldspace,336.0,0.05000000000000002,0.05,1000000.0,1000000.0,979085.3215543467,0.4947160745881266
679,,Hyperdrive,336.0,0.05000000000000002,0.05,1000000.0,1000000.0,979085.3215543467,0.4947160745881266
680,,Yieldspace,337.0,0.05000000000000001,0.05,1000000.0,1000000.0,978979.506699145,0.4946890573576691
681,,Hyperdrive,337.0,0.05000000000000001,0.05,1000000.0,1000000.0,978979.506699145,0.4946890573576691
682,,Yieldspace,338.0,0.050000000000000044,0.05,1000000.0,1000000.0,978873.7179540517,0.4946620439055124
683,,Hyperdrive,338.0,0.050000000000000044,0.05,1000000.0,1000000.0,978873.7179540517,0.4946620439055124
684,,Yieldspace,339.0,0.05000000000000001,0.05,1000000.0,1000000.0,978767.9553090743,0.49463503423077987
685,,Hyperdrive,339.0,0.05000000000000001,0.05,1000000.0,1000000.0,978767.9553090743,0.49463503423077987
686,,Yieldspace,340.0,0.050000000000000155,0.05,1000000.0,1000000.0,978662.2187542319,0.49460802833259676
687,,Hyperdrive,340.0,0.050000000000000155,0.05,1000000.0,1000000.0,978662.2187542319,0.49460802833259676
688,,Yieldspace,341.0,0.04999999999999988,0.05,1000000.0,1000000.0,978556.5082795197,0.49458102621008115
689,,Hyperdrive,341.0,0.04999999999999988,0.05,1000000.0,1000000.0,978556.5082795197,0.49458102621008115
690,,Yieldspace,342.0,0.05000000000000012,0.05,1000000.0,1000000.0,978450.8238749896,0.4945540278623645
691,,Hyperdrive,342.0,0.05000000000000012,0.05,1000000.0,1000000.0,978450.8238749896,0.4945540278623645
692,,Yieldspace,343.0,0.050000000000000065,0.05,1000000.0,1000000.0,978345.1655306481,0.49452703328856584
693,,Hyperdrive,343.0,0.050000000000000065,0.05,1000000.0,1000000.0,978345.1655306481,0.49452703328856584
694,,Yieldspace,344.0,0.05,0.05,1000000.0,1000000.0,978239.5332365339,0.49450004248781126
695,,Hyperdrive,344.0,0.05,0.05,1000000.0,1000000.0,978239.5332365339,0.49450004248781126
696,,Yieldspace,345.0,0.0499999999999999,0.05,1000000.0,1000000.0,978133.9269826858,0.4944730554592258
697,,Hyperdrive,345.0,0.0499999999999999,0.05,1000000.0,1000000.0,978133.9269826858,0.4944730554592258
698,,Yieldspace,346.0,0.050000000000000176,0.05,1000000.0,1000000.0,978028.3467591533,0.4944460722019364
699,,Hyperdrive,346.0,0.050000000000000176,0.05,1000000.0,1000000.0,978028.3467591533,0.4944460722019364
700,,Yieldspace,347.0,0.05000000000000015,0.05,1000000.0,1000000.0,977922.7925559711,0.49441909271506507
701,,Hyperdrive,347.0,0.05000000000000015,0.05,1000000.0,1000000.0,977922.7925559711,0.49441909271506507
702,,Yieldspace,348.0,0.04999999999999983,0.05,1000000.0,1000000.0,977817.2643631919,0.4943921169977373
703,,Hyperdrive,348.0,0.04999999999999983,0.05,1000000.0,1000000.0,977817.2643631919,0.4943921169977373
704,,Yieldspace,349.0,0.04999999999999977,0.05,1000000.0,1000000.0,977711.7621708888,0.4943651450490829
705,,Hyperdrive,349.0,0.04999999999999977,0.05,1000000.0,1000000.0,977711.7621708888,0.4943651450490829
706,,Yieldspace,350.0,0.04999999999999995,0.05,1000000.0,1000000.0,977606.2859691257,0.4943381768682283
707,,Hyperdrive,350.0,0.04999999999999995,0.05,1000000.0,1000000.0,977606.2859691257,0.4943381768682283
708,,Yieldspace,351.0,0.05000000000000021,0.05,1000000.0,1000000.0,977500.835747963,0.49431121245429793
709,,Hyperdrive,351.0,0.05000000000000021,0.05,1000000.0,1000000.0,977500.835747963,0.49431121245429793
710,,Yieldspace,352.0,0.04999999999999984,0.05,1000000.0,1000000.0,977395.4114974615,0.4942842518064153
711,,Hyperdrive,352.0,0.04999999999999984,0.05,1000000.0,1000000.0,977395.4114974615,0.4942842518064153
712,,Yieldspace,353.0,0.05000000000000004,0.05,1000000.0,1000000.0,977290.0132077283,0.4942572949237149
713,,Hyperdrive,353.0,0.05000000000000004,0.05,1000000.0,1000000.0,977290.0132077283,0.4942572949237149
714,,Yieldspace,354.0,0.05000000000000009,0.05,1000000.0,1000000.0,977184.6408688258,0.49423034180531855
715,,Hyperdrive,354.0,0.05000000000000009,0.05,1000000.0,1000000.0,977184.6408688258,0.49423034180531855
716,,Yieldspace,355.0,0.04999999999999999,0.05,1000000.0,1000000.0,977079.2944708508,0.494203392450356
717,,Hyperdrive,355.0,0.04999999999999999,0.05,1000000.0,1000000.0,977079.2944708508,0.494203392450356
718,,Yieldspace,356.0,0.04999999999999992,0.05,1000000.0,1000000.0,976973.9740038979,0.49417644685795525
719,,Hyperdrive,356.0,0.04999999999999992,0.05,1000000.0,1000000.0,976973.9740038979,0.49417644685795525
720,,Yieldspace,357.0,0.05000000000000012,0.05,1000000.0,1000000.0,976868.6794580725,0.4941495050272463
721,,Hyperdrive,357.0,0.05000000000000012,0.05,1000000.0,1000000.0,976868.6794580725,0.4941495050272463
722,,Yieldspace,358.0,0.049999999999999815,0.05,1000000.0,1000000.0,976763.410823459,0.49412256695735246
723,,Hyperdrive,358.0,0.049999999999999815,0.05,1000000.0,1000000.0,976763.410823459,0.49412256695735246
724,,Yieldspace,359.0,0.050000000000000086,0.05,1000000.0,1000000.0,976658.1680901949,0.4940956326474098
725,,Hyperdrive,359.0,0.050000000000000086,0.05,1000000.0,1000000.0,976658.1680901949,0.4940956326474098
726,,Yieldspace,360.0,0.05000000000000002,0.05,1000000.0,1000000.0,976552.9512483737,0.494068702096542
727,,Hyperdrive,360.0,0.05000000000000002,0.05,1000000.0,1000000.0,976552.9512483737,0.494068702096542
728,,Yieldspace,361.0,0.05000000000000017,0.05,1000000.0,1000000.0,976447.7602881294,0.49404177530388227
729,,Hyperdrive,361.0,0.05000000000000017,0.05,1000000.0,1000000.0,976447.7602881294,0.49404177530388227
730,,Yieldspace,362.0,0.049999999999999975,0.05,1000000.0,1000000.0,976342.5951995663,0.49401485226855496
731,,Hyperdrive,362.0,0.049999999999999975,0.05,1000000.0,1000000.0,976342.5951995663,0.49401485226855496
732,,Yieldspace,363.0,0.04999999999999995,0.05,1000000.0,1000000.0,976237.4559728346,0.49398793298969534
733,,Hyperdrive,363.0,0.04999999999999995,0.05,1000000.0,1000000.0,976237.4559728346,0.49398793298969534
734,,Yieldspace,364.0,0.04999999999999982,0.05,1000000.0,1000000.0,976132.3425980633,0.49396101746643206
735,,Hyperdrive,364.0,0.04999999999999982,0.05,1000000.0,1000000.0,976132.3425980633,0.49396101746643206
736,,Yieldspace,365.0,0.05000000000000006,0.05,1000000.0,1000000.0,976027.255065399,0.4939341056978975
